title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city
Apartment with 3 Bedrooms,3.0,2.0,2098,"Boulevard, Erbil",https://homele.com/properties/apartment-with-3-bedrooms-82717,"Apartment For Sale, located in Erbil, Boulevard, with an area of 195m, the price is $230,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 5",[],Apartment,230000,IRAQ,[],apartment sale located erbil boulevard area 195m price 230 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 5,apartment 3 bedroom,Erbil
Spacious 4-bedroom apartment in Erbil,4.0,3.0,2077,"English Tower, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-in-erbil-71949,"Apartment For Sale, located in Erbil, English Tower, with an area of 193m, the price is $206,510. - Building B3 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 3","['parking', 'security', 'balcony']",Apartment,206510,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil english tower area 193m price 206 510 building b3 consists 4 bedroom 1 kitchen 1 hall 3 bathroom floor number 3,spacious 4 bedroom apartment erbil,Erbil
Modern House in Louloua Residential Compound,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-house-in-louloua-residential-compound-75217,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,modern house louloua residential compound,Kirkuk
Comfortable living in Buruj Residential Complex,2.0,2.0,1646,"Buruj Residential Complex, Baghdad",https://homele.com/properties/comfortable-living-in-buruj-residential-complex-69887,"Apartment For Sale, located in Baghdad, Buruj Residential Complex, with an area of 153m, the price is $258,366. - Building Riviera B Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['air_conditioning', 'security', 'balcony']",Apartment,258366,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",apartment sale located baghdad buruj residential complex area 153m price 258 366 building riviera b consists 2 bedroom 1 kitchen 1 hall 2 bathroom,comfortable living buruj residential complex,Baghdad
Spacious Apartment in Erbil,3.0,2.0,2873,"Alaska Towers, Erbil",https://homele.com/properties/spacious-apartment-in-erbil-72450,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 267m, the price is $203,072. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['parking', 'security', 'balcony']",Apartment,203072,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 267m price 203 072 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 19,spacious apartment erbil,Erbil
Spacious Apartment with Modern Features,3.0,3.0,2206,"Emperor Hills Complex, Baghdad",https://homele.com/properties/spacious-apartment-with-modern-features-70448,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m, the price is IQD 399,750,000. - Building A4 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 6","['parking', 'security', 'balcony']",Apartment,281912,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 205m price iqd 399 750 000 building a4 consists 3 bedroom 1 kitchen 1 hall 3 bathroom floor number 6,spacious apartment modern feature,Baghdad
Apartment (320m²),4.0,4.0,3444,"London Towers, Erbil",https://homele.com/properties/apartment-320m2-66270,"Apartment For Sale, located in Erbil, London Towers, with an area of 320m, the price is $300,800. - Building B2 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 4 Bathrooms","['parking', 'air_conditioning', 'security', 'balcony']",Apartment,300800,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Security Staff']",apartment sale located erbil london tower area 320m price 300 800 building b2 consists 4 bedroom 1 kitchen 1 hall 4 bathroom,apartment 320m,Erbil
Modern High-Rise Apartment in Erbil,1.0,1.0,1097,"Sky Towers, Erbil",https://homele.com/properties/modern-high-rise-apartment-in-erbil-82706,"Apartment For Sale, located in Erbil, Sky Towers, with an area of 102m, the price is $83,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12",[],Apartment,83000,IRAQ,[],apartment sale located erbil sky tower area 102m price 83 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 12,modern high rise apartment erbil,Erbil
"Building A4, 1st floor, No.9",1.0,1.0,1001,"Asco International City, Erbil",https://homele.com/properties/building-a4-1st-floor-no9-65325,"Apartment For Sale, located in Erbil, Asco International City, with an area of 93m, the price is $77,190. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['parking', 'air_conditioning', 'balcony']",Apartment,77190,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",apartment sale located erbil asco international city area 93m price 77 190 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,building a4 1st floor 9,Erbil
Sleek and Contemporary 2-Bedroom Apartment,2.0,2.0,1582,"Unique Towers, Erbil",https://homele.com/properties/sleek-and-contemporary-2-bedroom-apartment-82705,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 147m, the price is $122,010. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 21",[],Apartment,122010,IRAQ,[],apartment sale located erbil unique tower area 147m price 122 010 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 21,sleek contemporary 2 bedroom apartment,Erbil
Spacious Home in Mansour,5.0,4.0,2206,"Mansour, Baghdad",https://homele.com/properties/spacious-home-in-mansour-82685,"Code: 1238 House For Sale, located in Baghdad, Mansour, with an area of 205m, the price is IQD 700,000,000. Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['sports_recreation', 'library', 'school']",House,130000,IRAQ,"['School', 'Sport Center', 'Near Main Road', 'Hospital', 'Library', 'Mall']",code 1238 house sale located baghdad mansour area 205m price iqd 700 000 000 consists 5 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,spacious home mansour,Baghdad
Modern Apartment in Cavalli Tower,1.0,2.0,1162,"Cavalli Tower, Erbil",https://homele.com/properties/modern-apartment-in-cavalli-tower-82702,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 108m, the price is $116,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16",[],Apartment,116000,IRAQ,[],apartment sale located erbil cavalli tower area 108m price 116 000 consists 1 bedroom 1 kitchen 1 hall 2 bathroom floor number 16,modern apartment cavalli tower,Erbil
Spacious House in Davos City,4.0,4.0,2152,"Davos City, Erbil",https://homele.com/properties/spacious-house-in-davos-city-82697,"House For Sale, located in Erbil, Davos City, with an area of 200m, the price is $205,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['security', 'balcony']",House,205000,IRAQ,"['Balcony', 'Central Heating', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",house sale located erbil davos city area 200m price 205 000 consists 4 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,spacious house davos city,Erbil
Apartment in Installment,1.0,1.0,979,"Unique Towers, Erbil",https://homele.com/properties/apartment-in-installment-82701,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 91m, the price is $76,028. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 15",[],Apartment,76028,IRAQ,[],apartment sale located erbil unique tower area 91m price 76 028 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 15,apartment installment,Erbil
Modern 1BR Apartment in Boulevard,1.0,1.0,1044,"Boulevard, Erbil",https://homele.com/properties/modern-1br-apartment-in-boulevard-82718,"Apartment For Sale, located in Erbil, Boulevard, with an area of 97m, the price is $110,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 6",[],Apartment,110000,IRAQ,[],apartment sale located erbil boulevard area 97m price 110 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 6,modern 1br apartment boulevard,Erbil
Charming 2-Bedroom Apartment in Erbil,2.0,2.0,1270,"Ganjan Life, Erbil",https://homele.com/properties/charming-2-bedroom-apartment-in-erbil-68591,"Apartment For Sale, located in Erbil, Ganjan Life, with an area of 118m, the price is $88,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 13","['parking', 'security', 'electricity', 'balcony']",Apartment,88000,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', '24hr Electricity']",apartment sale located erbil ganjan life area 118m price 88 000 negotiable consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 13,charming 2 bedroom apartment erbil,Erbil
Spacious 5-Bedroom House in Mansour Hay Alzuhur,5.0,3.0,3390,"Mansour, Baghdad",https://homele.com/properties/spacious-5-bedroom-house-in-mansour-hay-alzuhur-82683,"Code: 1240 House For Sale, located in Baghdad, Mansour, with an area of 315m, the price is IQD 1,500,000,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['water_supply', 'balcony']",House,130000,IRAQ,"['Balcony', '24hr Water']",code 1240 house sale located baghdad mansour area 315m price iqd 1 500 000 000 consists 5 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,spacious 5 bedroom house mansour hay alzuhur,Baghdad
Spacious Villa with Multiple Rooms,6.0,6.0,1980,"Qaiwan Mirador, Erbil",https://homele.com/properties/spacious-villa-with-multiple-rooms-82665,"House For Sale, located in Erbil, Qaiwan Mirador, with an area of 500m, the price is $850,000. Consists of: - 6 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 6 Bathrooms - Floor number: 2","['pool', 'parking', 'security', 'electricity', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'Security Staff', '24hr Electricity', 'Green Area']",house sale located erbil qaiwan mirador area 500m price 850 000 consists 6 bedroom 1 kitchen 1 living room 2 hall 6 bathroom floor number 2,spacious villa multiple room,Erbil
Spacious 4 Bedroom House for Sale,4.0,4.0,3229,"Qaiwan Mirador, Erbil",https://homele.com/properties/spacious-4-bedroom-house-for-sale-82664,"House For Sale, located in Erbil, Qaiwan Mirador, with an area of 300m, the price is $510,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['parking', 'security', 'water_supply', 'electricity', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",house sale located erbil qaiwan mirador area 300m price 510 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 4 bathroom floor number 2,spacious 4 bedroom house sale,Erbil
Apartment (on 22nd floor),3.0,2.0,2002,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-on-22nd-floor-65383,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 186m, the price is $153,000. - Type B Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 22","['security', 'balcony']",Apartment,153000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 186m price 153 000 type b consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 22,apartment 22nd floor,Sulaymaniyah
Corner Apartment With Kalar view,3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/corner-apartment-with-kalar-view-58973,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $64,000. - Corner, Kalar & Sirwan view Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['parking', 'security', 'balcony']",Apartment,64000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 64 000 corner kalar sirwan view payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom,corner apartment kalar view,Kalar
Modern Apartment For Sale in Vana Towers,2.0,2.0,1937,"Vana Towers, Erbil",https://homele.com/properties/modern-apartment-for-sale-in-vana-towers-82693,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 180m, the price is $136,800. - Corner and External View Apartment - Building C Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'security']",Apartment,136800,IRAQ,"['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil vana tower area 180m price 136 800 corner external view apartment building c consists 2 bedroom 1 kitchen 1 hall 2 bathroom,modern apartment sale vana tower,Erbil
Apartment in Installment,1.0,1.0,764,"Atlantic City, Erbil",https://homele.com/properties/apartment-in-installment-78626,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 71m, the price is $50,000. - Building 21 Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 3","['parking', 'security', 'sports_recreation']",Apartment,50000,IRAQ,"['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",apartment sale located erbil atlantic city area 71m price 50 000 building 21 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 3,apartment installment,Erbil
Modern Two-Bedroom Apartment,2.0,1.0,1259,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-two-bedroom-apartment-82783,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 117m, the price is $93,600. - building C10 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['parking', 'security', 'electricity', 'balcony']",Apartment,93600,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah qaiwan height area 117m price 93 600 building c10 consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,modern two bedroom apartment,Sulaymaniyah
