title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city,description_word_count,title_word_count,num_amenities,amenity_sports_recreation,amenity_water_supply,amenity_library,amenity_mosque,amenity_office,amenity_electricity,amenity_basement,amenity_fireplace,amenity_pool,amenity_restaurant,amenity_balcony,amenity_maintenance,amenity_security,amenity_parking,amenity_reception,amenity_air_conditioning,amenity_school,amenity_kitchen,amenity_pets,kw_offer,kw_plan,kw_tourism,kw_commercial,kw_complex,kw_furnished,kw_building,kw_city,kw_floor,kw_hall,kw_kitchen,kw_located,kw_negotiable,kw_payment,kw_residential,kw_sale,kw_tower,kw_village,rooms_total,is_large_property,city_LE,total_rooms,area_per_room,bed_bath_ratio,is_family_sized,is_studio_flag,has_view,is_furnished,is_renovated,unique_word_count,avg_word_len
Apartment in Installment,2.0,2.0,1636,"Wais Tower, Sulaymaniyah",https://homele.com/properties/apartment-in-installment-65320,"Apartment For Sale, located in Sulaymaniyah, Wais Tower, with an area of 152.2m, the price is $106,400. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['air_conditioning', 'security', 'balcony']",Apartment,106400,IRAQ,"['Balcony', 'Electricity Generator', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security', 'Waste Disposal']",apartment sale located sulaymaniyah wais tower area 152 2m price 106 400 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,apartment installment,Sulaymaniyah,31,3,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,8,4.0,409.0,0.6666666666666666,0,0,0,0,0,19,4.714285714285714
Apartment (223m²),3.0,3.0,2400,"London Towers, Erbil",https://homele.com/properties/apartment-223m2-65577,"Apartment For Sale, located in Erbil, London Towers, with an area of 223m, the price is $220,770. - Building A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['air_conditioning', 'security', 'sports_recreation', 'electricity']",Apartment,220770,IRAQ,"['Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Security Staff', '24hr Electricity', 'Playground']",apartment sale located erbil london tower area 223m price 220 770 building consists 3 bedroom 1 kitchen 1 hall 3 bathroom,apartment 223m,Erbil,34,2,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1,2,6.0,400.0,0.75,1,0,0,0,0,19,4.809523809523809
Apartment (206m²),3.0,2.0,2217,"Pak Towers, Sulaymaniyah",https://homele.com/properties/apartment-206m2-65674,"Apartment For Sale, located in Sulaymaniyah, Pak Towers, with an area of 206m, the price is $185,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'balcony']",Apartment,185000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Storage Space']",apartment sale located sulaymaniyah pak tower area 206m price 185 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,apartment 206m,Sulaymaniyah,31,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,8,5.0,443.4,1.0,1,0,0,0,0,19,4.85
"Building A5, 17th floor, No.10",2.0,2.0,1506,"Asco International City, Erbil",https://homele.com/properties/building-a5-17th-floor-no10-66300,"Apartment For Sale, located in Erbil, Asco International City, with an area of 140m, the price is $116,200. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 17","['parking', 'air_conditioning', 'balcony']",Apartment,116200,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",apartment sale located erbil asco international city area 140m price 116 200 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 17,building a5 17th floor 10,Erbil,36,5,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,2,4.0,376.5,0.6666666666666666,0,0,0,0,0,22,4.833333333333333
Corner Apartment,1.0,1.0,968,"Ganjan Life, Erbil",https://homele.com/properties/corner-apartment-83403,"Apartment For Sale, located in Erbil, Ganjan Life, with an area of 90m, the price is $65,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 14",[],Apartment,65000,IRAQ,[],apartment sale located erbil ganjan life area 90m price 65 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 14,corner apartment,Erbil,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,2,2.0,484.0,0.5,0,1,0,0,0,20,4.478260869565218
Apartment (181m²),3.0,2.0,1948,"Royal City, Sulaymaniyah",https://homele.com/properties/apartment-181m2-65378,"Apartment For Sale, located in Sulaymaniyah, Royal City, with an area of 181m, the price is $101,360. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'security']",Apartment,101360,IRAQ,"['Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security']",apartment sale located sulaymaniyah royal city area 181m price 101 360 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,apartment 181m,Sulaymaniyah,31,2,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,8,5.0,389.6,1.0,1,0,0,0,0,19,4.9
Residential Plot (300m²),3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-300m2-83414,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $92,500.",[],Residential Plot,92500,IRAQ,[],residential plot sale located erbil baghlumnara area 300m price 92 500,residential plot 300m,Erbil,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,645.8,1.0,1,0,0,0,0,11,5.454545454545454
Modern Family Home in Erbil,4.0,2.0,2475,"Hiwa City, Erbil",https://homele.com/properties/modern-family-home-in-erbil-83389,"House For Sale, located in Erbil, Hiwa City, with an area of 230m, the price is $210,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,210000,IRAQ,[],house sale located erbil hiwa city area 230m price 210 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 2 bathroom floor number 2,modern family home erbil,Erbil,40,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1,2,6.0,412.5,1.3333333333333333,1,0,0,0,0,24,4.407407407407407
3 Bedroom Apartment in Sulaymaniyah,3.0,2.0,2055,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/3-bedroom-apartment-in-sulaymaniyah-66135,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 191m, the price is $155,000. - Type A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11","['security', 'balcony']",Apartment,155000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 191m price 155 000 type consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 11,3 bedroom apartment sulaymaniyah,Sulaymaniyah,38,5,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,8,5.0,411.0,1.0,1,0,0,0,0,23,4.958333333333333
Spacious 2-Bedroom Apartment in Siraj Towers,2.0,2.0,1442,"Siraj Towers, Erbil",https://homele.com/properties/spacious-2-bedroom-apartment-in-siraj-towers-83396,"Apartment For Sale, located in Erbil, Siraj Towers, with an area of 134m, the price is $118,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['parking', 'security', 'electricity', 'balcony']",Apartment,118000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil siraj tower area 134m price 118 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 18,spacious 2 bedroom apartment siraj tower,Erbil,35,6,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,360.5,0.6666666666666666,0,0,0,0,0,21,4.565217391304348
Apartment in Installment,1.0,1.0,1313,"Siraj Towers, Erbil",https://homele.com/properties/apartment-in-installment-83395,"Apartment For Sale, located in Erbil, Siraj Towers, with an area of 122m, the price is $102,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16",[],Apartment,102000,IRAQ,[],apartment sale located erbil siraj tower area 122m price 102 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 16,apartment installment,Erbil,35,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,656.5,0.5,0,1,0,0,0,20,4.565217391304348
Two Floor House,4.0,3.0,1614,"Hiwa City, Erbil",https://homele.com/properties/two-floor-house-83388,"House For Sale, located in Erbil, Hiwa City, with an area of 150m, the price is $160,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,160000,IRAQ,[],house sale located erbil hiwa city area 150m price 160 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 3 bathroom floor number 2,two floor house,Erbil,40,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0,2,7.0,230.57142857142858,1.0,1,0,0,0,0,25,4.407407407407407
House (No. 221),4.0,3.0,2583,"Crystal City, Kirkuk",https://homele.com/properties/house-no-221-68538,"House For Sale, located in Kirkuk, Crystal City, with an area of 200m, the price is IQD 225,000,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['parking', 'security', 'balcony']",House,158675,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",house sale located kirkuk crystal city area 200m price iqd 225 000 000 consists 4 bedroom 2 kitchen 1 living room 1 hall 3 bathroom floor number 2,house 221,Kirkuk,40,3,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1,4,7.0,369.0,1.0,1,0,0,0,0,25,4.25
Spacious Kirkuk House,4.0,2.0,2152,"Aram City 3, Kirkuk",https://homele.com/properties/spacious-kirkuk-house-58969,"House For Sale, located in Kirkuk, Aram City 3, with an area of 200m, the price is IQD 225,000,000. - A-184 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'balcony']",House,158675,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",house sale located kirkuk aram city 3 area 200m price iqd 225 000 000 184 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,spacious kirkuk house,Kirkuk,39,3,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,4,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,24,4.0
House in Cash,4.0,2.0,1937,"Bawabat Kirkuk, Kirkuk",https://homele.com/properties/house-in-cash-58612,"House For Sale, located in Kirkuk, Bawabat Kirkuk, with an area of 180m, the price is IQD 162,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,114246,IRAQ,"['Balcony', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located kirkuk bawabat kirkuk area 180m price iqd 162 000 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,house cash,Kirkuk,36,3,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0,4,6.0,322.8333333333333,1.3333333333333333,1,0,0,0,0,21,4.36
Apartment (111m²),3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-111m2-64909,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['parking', 'security', 'balcony']",Apartment,63000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 63 000 corner sulaymanya rizgary view building a7 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom,apartment 111m,Kalar,73,2,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,3,4.0,298.5,1.5,1,0,1,0,0,38,4.6923076923076925
House (240m²),5.0,4.0,2583,"Royal City, Kalar",https://homele.com/properties/house-240m2-58008,"House For Sale, located in Kalar, Royal City, with an area of 240m, the price is $202,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms","['security', 'electricity', 'balcony']",House,202000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",house sale located kalar royal city area 240m price 202 000 consists 5 bedroom 1 kitchen 1 living room 1 hall 4 bathroom,house 240m,Kalar,35,2,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1,3,9.0,287.0,1.0,1,0,0,0,0,21,4.260869565217392
House (Silver Offer),2.0,1.0,1937,"Jaff City, Kalar",https://homele.com/properties/house-silver-offer-58702,"House (Silver Offer with %7 discount) For Sale, located in Kalar, Jaff City, with an area of 180m, the price is $63,600. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom","['security', 'electricity', 'balcony']",House,63600,IRAQ,"['Balcony', 'Double Glazed Windows', 'Security Staff', 'Waste Disposal', '24hr Electricity', 'Internet']",house silver offer 7 discount sale located kalar jaff city area 180m price 63 600 consists 2 bedroom 1 kitchen 1 living room 1 hall 1 bathroom,house silver offer,Kalar,40,3,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,3,3.0,645.6666666666666,1.0,0,0,0,0,0,24,4.296296296296297
Corner House (198m²),2.0,1.0,2131,"Hiwa City, Kalar",https://homele.com/properties/corner-house-198m2-57352,"House For Sale, located in Kalar, Hiwa City, with an area of 198m, the price is $84,150. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['security', 'sports_recreation', 'electricity']",House,84150,IRAQ,"['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",house sale located kalar hiwa city area 198m price 84 150 consists 2 bedroom 1 kitchen 1 living room 1 bathroom,corner house 198m,Kalar,32,3,48,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,3,3.0,710.3333333333334,1.0,0,0,0,0,0,19,4.333333333333333
Corner House,2.0,2.0,1937,"Shari Shko, Kalar",https://homele.com/properties/corner-house-67620,"House (Diamond Offer) For Sale, located in Kalar, Shari Shko, with an area of 180m, the price is $58,500. - Type B Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms","['parking', 'security', 'electricity']",House,58500,IRAQ,"['Parking Spaces', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",house diamond offer sale located kalar shari shko area 180m price 58 500 type b consists 2 bedroom 1 kitchen 1 living room 2 bathroom,corner house,Kalar,37,2,38,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,3,4.0,484.25,0.6666666666666666,0,0,0,0,0,23,4.36
Apartment (6th floor),1.0,1.0,871,"Shari Sharan, Sulaymaniyah",https://homele.com/properties/apartment-6th-floor-58700,"Apartment For Sale, located in Sulaymaniyah, Shari Sharan, with an area of 81m, the price is $39,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - floor number: 6","['parking', 'security', 'balcony']",Apartment,39500,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",apartment sale located sulaymaniyah shari sharan area 81m price 39 500 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 6,apartment 6th floor,Sulaymaniyah,36,3,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,8,2.0,435.5,0.5,0,1,0,0,0,21,4.833333333333333
House (200m²),4.0,2.0,2152,"Soma City, Kirkuk",https://homele.com/properties/house-200m2-58759,"House (Type D) For Sale, located in Kirkuk, Soma City, with an area of 200m, the price is IQD 235,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['air_conditioning', 'security', 'balcony']",House,165727,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff', 'Waste Disposal']",house type sale located kirkuk soma city area 200m price iqd 235 000 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,house 200m,Kirkuk,38,2,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,4,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,23,4.153846153846154
Apartment in Installment,3.0,2.0,1776,"New Chwar Chra, Sulaymaniyah",https://homele.com/properties/apartment-in-installment-52114,"Apartment For Sale, located in Sulaymaniyah, Chwar Chray Nwe, with an area of 165m, the price is $112,000. Payment Plan: - Down payment 10,000$ - Monthly Installment (Year 1 and 2) 450$ - Monthly Installment (Year 3 and 4) 550$ - Annual Installment (Year 1, 2 and 3) 5,200$ - Handover the key 10,000$ - Monthly installment after handover the key 875$ Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms",[],Apartment,112000,IRAQ,[],apartment sale located sulaymaniyah chwar chray nwe area 165m price 112 000 payment plan payment 10 000 monthly installment year 1 2 450 monthly installment year 3 4 550 annual installment year 1 2 3 5 200 handover key 10 000 monthly installment handover key 875 consists 3 bedroom 1 kitchen 1 living room 2 bathroom,apartment installment,Sulaymaniyah,77,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0,8,5.0,355.2,1.0,1,0,0,0,0,36,4.660714285714286
Apartment (142m²),2.0,2.0,1528,"Harir Towers, Baghdad",https://homele.com/properties/apartment-142m2-46810,"Apartment For Sale, located in Baghdad, Harir Towers, with an area of 142m, the price is IQD 305,300,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['security', 'sports_recreation', 'electricity']",Apartment,215304,IRAQ,"['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",apartment sale located baghdad harir tower area 142m price iqd 305 300 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,apartment 142m,Baghdad,32,2,48,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,0,4.0,382.0,0.6666666666666666,0,0,0,0,0,20,4.545454545454546
Stylish 2BR Apartment in Baghdad View,2.0,2.0,1485,"Baghdad View, Baghdad",https://homele.com/properties/stylish-2br-apartment-in-baghdad-view-75218,"Apartment For Sale, located in Baghdad, Baghdad View, with an area of 138m, the price is IQD 170,000,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'security', 'balcony']",Apartment,119887,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security']",apartment sale located baghdad baghdad view area 138m price iqd 170 000 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,stylish 2br apartment baghdad view,Baghdad,32,6,54,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,0,4.0,371.25,0.6666666666666666,0,0,1,0,0,18,4.590909090909091
Spacious 4-Bedroom Apartment,4.0,3.0,2561,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-81819,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 238m, the price is $261,800. - Dream City View Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 16",[],Apartment,261800,IRAQ,[],apartment sale located erbil cavalli tower area 238m price 261 800 dream city view consists 4 bedroom 1 kitchen 1 hall 3 bathroom floor number 16,spacious 4 bedroom apartment,Erbil,39,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1,2,7.0,365.85714285714283,1.0,1,0,1,0,0,25,4.615384615384615
Modern 2 Bedroom Apartment in Slemani,2.0,2.0,1517,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-2-bedroom-apartment-in-slemani-69888,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 141m, the price is $100,000. - project view payment plan: - Down payment $25,000 - with the Structure $25,000 - Handover the key $25,000 - Remaining amount $25,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 13","['parking', 'security', 'balcony']",Apartment,100000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",apartment sale located sulaymaniyah slemani height area 141m price 100 000 project view payment plan payment 25 000 structure 25 000 handover key 25 000 remaining amount 25 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 13,modern 2 bedroom apartment slemani,Sulaymaniyah,58,6,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,8,4.0,379.25,0.6666666666666666,0,0,1,0,0,31,4.853658536585366
