title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country
Three Floor House,5,4,2690.97 sqft,"32 Park (Sarbasti), Erbil",https://homele.com/properties/three-floor-house-82712,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 250m², the price is $240,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces']",House,"$240,000",Iraq
Prime Commercial Location in Gulan Park,N/A,2,1377.78 sqft,"Gulan Park World Trade Center, Erbil",https://homele.com/properties/prime-commercial-location-in-gulan-park-82707,"Office For Sale, located in Erbil, Gulan Park World Trade Center, with an area of 128m², the price is $240,000 (Negotiable). Consists of: - 2 Halls - 2 Bathrooms - Floor number: 10","['Parking Spaces', 'CCTV Security', 'Security Staff', 'Reception', '24hr Electricity', 'Green Area']",Office,"$240,000",Iraq
Modern 1-Bedroom Apartment,1,1,1345.49 sqft,"Boulevard, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-82715,"Apartment For Sale, located in Erbil, Boulevard, with an area of 125m², the price is $130,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 4",[],Apartment,"$130,000",Iraq
Spacious 2 Bedroom Apartment,2,2,1248.61 sqft,"Life Towers, Erbil",https://homele.com/properties/spacious-2-bedroom-apartment-82713,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 116m², the price is $80,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 10",[],Apartment,"$80,000",Iraq
Apartment with 3 Bedrooms,3,2,2098.96 sqft,"Boulevard, Erbil",https://homele.com/properties/apartment-with-3-bedrooms-82717,"Apartment For Sale, located in Erbil, Boulevard, with an area of 195m², the price is $230,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 5",[],Apartment,"$230,000",Iraq
Spacious 4-bedroom apartment in Erbil,4,3,2077.43 sqft,"English Tower, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-in-erbil-71949,"Apartment For Sale, located in Erbil, English Tower, with an area of 193m², the price is $206,510. - Building B3 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$206,510",Iraq
Modern House in Louloua Residential Compound,4,2,2152.78 sqft,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-house-in-louloua-residential-compound-75217,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m², the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",House,"$126,940",Iraq
Comfortable living in Buruj Residential Complex,2,2,1646.88 sqft,"Buruj Residential Complex, Baghdad",https://homele.com/properties/comfortable-living-in-buruj-residential-complex-69887,"Apartment For Sale, located in Baghdad, Buruj Residential Complex, with an area of 153m², the price is $258,366. - Building Riviera B Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",Apartment,"$258,366",Iraq
Spacious Apartment in Erbil,3,2,2873.96 sqft,"Alaska Towers, Erbil",https://homele.com/properties/spacious-apartment-in-erbil-72450,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 267m², the price is $203,072. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$203,072",Iraq
Spacious Apartment with Modern Features,3,3,2206.6 sqft,"Emperor Hills Complex, Baghdad",https://homele.com/properties/spacious-apartment-with-modern-features-70448,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m², the price is IQD 399,750,000. - Building A4 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 6","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",Apartment,"$281,912",Iraq
Apartment (320m²),4,4,3444.45 sqft,"London Towers, Erbil",https://homele.com/properties/apartment-320m2-66270,"Apartment For Sale, located in Erbil, London Towers, with an area of 320m², the price is $300,800. - Building B2 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 4 Bathrooms","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Security Staff']",Apartment,"$300,800",Iraq
Modern High-Rise Apartment in Erbil,1,1,1097.92 sqft,"Sky Towers, Erbil",https://homele.com/properties/modern-high-rise-apartment-in-erbil-82706,"Apartment For Sale, located in Erbil, Sky Towers, with an area of 102m², the price is $83,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12",[],Apartment,"$83,000",Iraq
"Building A4, 1st floor, No.9",1,1,1001.04 sqft,"Asco International City, Erbil",https://homele.com/properties/building-a4-1st-floor-no9-65325,"Apartment For Sale, located in Erbil, Asco International City, with an area of 93m², the price is $77,190. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",Apartment,"$77,190",Iraq
Sleek and Contemporary 2-Bedroom Apartment,2,2,1582.29 sqft,"Unique Towers, Erbil",https://homele.com/properties/sleek-and-contemporary-2-bedroom-apartment-82705,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 147m², the price is $122,010. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 21",[],Apartment,"$122,010",Iraq
Spacious Home in Mansour,5,4,2206.6 sqft,"Mansour, Baghdad",https://homele.com/properties/spacious-home-in-mansour-82685,"Code: 1238 House For Sale, located in Baghdad, Mansour, with an area of 205m², the price is IQD 700,000,000. Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['School', 'Sport Center', 'Near Main Road', 'Hospital', 'Library', 'Mall']",House,"$493,654",Iraq
Modern Apartment in Cavalli Tower,1,2,1162.5 sqft,"Cavalli Tower, Erbil",https://homele.com/properties/modern-apartment-in-cavalli-tower-82702,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 108m², the price is $116,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16",[],Apartment,"$116,000",Iraq
Spacious House in Davos City,4,4,2152.78 sqft,"Davos City, Erbil",https://homele.com/properties/spacious-house-in-davos-city-82697,"House For Sale, located in Erbil, Davos City, with an area of 200m², the price is $205,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['Balcony', 'Central Heating', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",House,"$205,000",Iraq
Apartment in Installment,1,1,979.51 sqft,"Unique Towers, Erbil",https://homele.com/properties/apartment-in-installment-82701,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 91m², the price is $76,028. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 15",[],Apartment,"$76,028",Iraq
Modern 1BR Apartment in Boulevard,1,1,1044.1 sqft,"Boulevard, Erbil",https://homele.com/properties/modern-1br-apartment-in-boulevard-82718,"Apartment For Sale, located in Erbil, Boulevard, with an area of 97m², the price is $110,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 6",[],Apartment,"$110,000",Iraq
Charming 2-Bedroom Apartment in Erbil,2,2,1270.14 sqft,"Ganjan Life, Erbil",https://homele.com/properties/charming-2-bedroom-apartment-in-erbil-68591,"Apartment For Sale, located in Erbil, Ganjan Life, with an area of 118m², the price is $88,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 13","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', '24hr Electricity']",Apartment,"$88,000",Iraq
Spacious 5-Bedroom House in Mansour Hay Alzuhur,5,3,3390.63 sqft,"Mansour, Baghdad",https://homele.com/properties/spacious-5-bedroom-house-in-mansour-hay-alzuhur-82683,"Code: 1240 House For Sale, located in Baghdad, Mansour, with an area of 315m², the price is IQD 1,500,000,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['Balcony', '24hr Water']",House,"$1,057,830",Iraq
Spacious Villa with Multiple Rooms,6,6,5381.95 sqft,"Qaiwan Mirador, Erbil",https://homele.com/properties/spacious-villa-with-multiple-rooms-82665,"House For Sale, located in Erbil, Qaiwan Mirador, with an area of 500m², the price is $850,000. Consists of: - 6 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 6 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Swimming Pool', 'Security Staff', '24hr Electricity', 'Green Area']",House,"$850,000",Iraq
Spacious 4 Bedroom House for Sale,4,4,3229.17 sqft,"Qaiwan Mirador, Erbil",https://homele.com/properties/spacious-4-bedroom-house-for-sale-82664,"House For Sale, located in Erbil, Qaiwan Mirador, with an area of 300m², the price is $510,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",House,"$510,000",Iraq
Apartment (on 22nd floor),3,2,2002.09 sqft,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-on-22nd-floor-65383,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 186m², the price is $153,000. - Type B Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 22","['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$153,000",Iraq
Corner Apartment With Kalar view,3,1,1194.79 sqft,"Bardasur Heights, Kalar",https://homele.com/properties/corner-apartment-with-kalar-view-58973,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $64,000. - Corner, Kalar & Sirwan view Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$64,000",Iraq
Modern Apartment For Sale in Vana Towers,2,2,1937.5 sqft,"Vana Towers, Erbil",https://homele.com/properties/modern-apartment-for-sale-in-vana-towers-82693,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 180m², the price is $136,800. - Corner and External View Apartment - Building C Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$136,800",Iraq
Apartment in Installment,1,1,764.24 sqft,"Atlantic City, Erbil",https://homele.com/properties/apartment-in-installment-78626,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 71m², the price is $50,000. - Building 21 Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 3","['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",Apartment,"$50,000",Iraq
Modern Two-Bedroom Apartment,2,1,1259.38 sqft,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-two-bedroom-apartment-82783,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 117m², the price is $93,600. - building C10 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$93,600",Iraq
Modern Apartment in Vana Towers,1,1,1119.45 sqft,"Vana Towers, Erbil",https://homele.com/properties/modern-apartment-in-vana-towers-82686,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 104m², the price is $79,560. - External View Apartment - Building C Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom","['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$79,560",Iraq
Building for sale on a main 60-meter street opposite the Yellow Hall,N/A,N/A,3121.53 sqft,"60 Meter Street, Erbil",https://homele.com/properties/building-for-sale-on-a-main-60-meter-street-opposite-the-yellow-hall-82684,"Commercial Building For Sale, located in Erbil, 60 Meter Street, Opposite Holi Zard, with an area of 290m², the price is $1,300,000 (Negotiable). - Basement - 7 floors - Ground floor is office - Each floor contains three apartments, totaling 17 apartments - 5 two-bedroom apartments (2+1) - 12 one-bedroom apartments (1+1)",[],Commercial Building,"$1,300,000",Iraq
House for sale in Zanko village,5,3,2690.97 sqft,"Zanko Village, Erbil",https://homele.com/properties/house-for-sale-in-zanko-village-82647,"House For Sale, located in Erbil, Zanko Village, with an area of 250m², the price is $230,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,"$230,000",Iraq
Spacious Apartment with Stunning Views,2,2,1797.57 sqft,"Vana Towers, Erbil",https://homele.com/properties/spacious-apartment-with-stunning-views-82687,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 167m², the price is $125,250. - External View Apartment - Building C Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$125,250",Iraq
Furnished Apartment For Sale,3,2,1248.61 sqft,"Life Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-82696,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 116m², the price is $87,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",Apartment,"$87,500",Iraq
"Commercial Plot in Bakhtyari, Erbil",N/A,N/A,3229.17 sqft,"Bakhtyari, Erbil",https://homele.com/properties/commercial-plot-in-bakhtyari-erbil-82680,"Commercial Plot For Sale, located in Erbil, Bakhtyari, with an area of 300m², the price is $1,440,000 (Negotiable).",[],Commercial Plot,"$1,440,000",Iraq
Commercial Building with Diverse Revenue Streams,N/A,N/A,2152.78 sqft,"Bakhtyari, Erbil",https://homele.com/properties/commercial-building-with-diverse-revenue-streams-82676,"Commercial Building For Sale, located in Erbil, Bakhtyari, with an area of 200m², the price is $870,000 (Negotiable). Consists of: - 3 shops - 4 apartments - Floor number: 4 - monthly income 4,000$",[],Commercial Building,"$870,000",Iraq
Prime Living Space in Vana Towers,2,2,1797.57 sqft,"Vana Towers, Erbil",https://homele.com/properties/prime-living-space-in-vana-towers-82689,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 167m², the price is $125,250. - Internal View Apartment - Building C Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$125,250",Iraq
Prime Commercial Plot in Erbil,N/A,N/A,1872.92 sqft,"Saidawa, Erbil",https://homele.com/properties/prime-commercial-plot-in-erbil-82674,"Commercial Plot For Sale, located in Erbil, Saidawa, Saidawa Street, with an area of 174m², the price is $609,000 (Negotiable).",[],Commercial Plot,"$609,000",Iraq
Stunning Apartment with Amazing Views,3,2,1980.56 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/stunning-apartment-with-amazing-views-69964,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 184m², the price is $145,000. - Sulaymanya view payment plan: - Down payment $35,000 - with the Structure $35,000 - Handover the key $35,000 - Remaining amount $40,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor Number: 15",[],Apartment,"$145,000",Iraq
